db,native,term_name,pvalue,significant,description,term_size,query_size,overlap,effective_domain_size,precision,recall,query,parents,term_id,fdr,intersection_genes
GO:MF,GO:0019209,kinase activator activity,0.38240936013903654,True,"""Binds to and increases the activity of a kinase, an enzyme which catalyzes of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:ai]",142,10,2,20246,0.2,0.014084507042253521,query_1,"['GO:0008047', 'GO:0016301', 'GO:0019207']",GO:0019209,,
GO:MF,GO:0032555,purine ribonucleotide binding,0.3839178177873786,True,"""Binding to a purine ribonucleotide, any compound consisting of a purine ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",2147,10,5,20246,0.5,0.002328830926874709,query_1,"['GO:0017076', 'GO:0032553']",GO:0032555,,
KEGG,KEGG:04625,C-type lectin receptor signaling pathway,0.38536323961242563,True,C-type lectin receptor signaling pathway,104,10,2,8484,0.2,0.019230769230769232,query_1,['KEGG:00000'],KEGG:04625,,
GO:BP,GO:0099537,trans-synaptic signaling,0.38558058783874455,True,"""Cell-cell signaling in either direction across the synaptic cleft."" [GOC:dos]",781,10,4,21026,0.4,0.005121638924455826,query_1,['GO:0099536'],GO:0099537,,
GO:BP,GO:0014009,glial cell proliferation,0.38579200680762016,True,"""The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."" [GOC:ef, ISBN:0878932585]",58,10,2,21026,0.2,0.034482758620689655,query_1,"['GO:0008283', 'GO:0042063']",GO:0014009,,
GO:BP,GO:0045936,negative regulation of phosphate metabolic process,0.3872974932914022,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",304,10,3,21026,0.3,0.009868421052631578,query_1,"['GO:0006796', 'GO:0010563', 'GO:0019220']",GO:0045936,,
GO:BP,GO:0010563,negative regulation of phosphorus metabolic process,0.3872974932914022,True,"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]",304,10,3,21026,0.3,0.009868421052631578,query_1,"['GO:0006793', 'GO:0009892', 'GO:0051174']",GO:0010563,,
KEGG,KEGG:04928,"Parathyroid hormone synthesis, secretion and action",0.39259879482788057,True,"Parathyroid hormone synthesis, secretion and action",105,10,2,8484,0.2,0.01904761904761905,query_1,['KEGG:00000'],KEGG:04928,,
KEGG,KEGG:04659,Th17 cell differentiation,0.39259879482788057,True,Th17 cell differentiation,105,10,2,8484,0.2,0.01904761904761905,query_1,['KEGG:00000'],KEGG:04659,,
GO:MF,GO:0032553,ribonucleotide binding,0.3978629706586277,True,"""Binding to a ribonucleotide, any compound consisting of a ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",2164,10,5,20246,0.5,0.0023105360443622922,query_1,"['GO:0000166', 'GO:0097367']",GO:0032553,,
GO:MF,GO:0019903,protein phosphatase binding,0.3984814189641162,True,"""Binding to a protein phosphatase."" [GOC:jl]",145,10,2,20246,0.2,0.013793103448275862,query_1,['GO:0019902'],GO:0019903,,
GO:CC,GO:0036454,growth factor complex,0.3989787496254136,True,"""A protein complex that has growth factor activity."" [GOC:bhm]",8,10,1,22149,0.1,0.125,query_1,['GO:0032991'],GO:0036454,,
KEGG,KEGG:04620,Toll-like receptor signaling pathway,0.39989694798825415,True,Toll-like receptor signaling pathway,106,10,2,8484,0.2,0.018867924528301886,query_1,['KEGG:00000'],KEGG:04620,,
KEGG,KEGG:04350,TGF-beta signaling pathway,0.4072575721251059,True,TGF-beta signaling pathway,107,10,2,8484,0.2,0.018691588785046728,query_1,['KEGG:00000'],KEGG:04350,,
GO:BP,GO:0050877,nervous system process,0.4094910889198027,True,"""An organ system process carried out by any of the organs or tissues of the neurological system."" [GOC:ai, GOC:mtg_cardio]",1510,10,5,21026,0.5,0.0033112582781456954,query_1,['GO:0003008'],GO:0050877,,
GO:BP,GO:0048638,regulation of developmental growth,0.4101449956912355,True,"""Any process that modulates the frequency, rate or extent of developmental growth."" [GOC:go_curators]",310,10,3,21026,0.3,0.00967741935483871,query_1,"['GO:0040008', 'GO:0048589', 'GO:0050793']",GO:0048638,,
GO:BP,GO:0030155,regulation of cell adhesion,0.4107029595826741,True,"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]",794,10,4,21026,0.4,0.005037783375314861,query_1,"['GO:0007155', 'GO:0050794']",GO:0030155,,
GO:BP,GO:0051641,cellular localization,0.4113416282295427,True,"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]",3661,10,7,21026,0.7,0.0019120458891013384,query_1,"['GO:0009987', 'GO:0051179']",GO:0051641,,
GO:BP,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,0.4128889120105661,True,"""Any process that activates or increases the frequency, rate or extent of intrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]",60,10,2,21026,0.2,0.03333333333333333,query_1,"['GO:0097193', 'GO:1902533', 'GO:2001235', 'GO:2001242']",GO:2001244,,
KEGG,KEGG:05145,Toxoplasmosis,0.41468054043223984,True,Toxoplasmosis,108,10,2,8484,0.2,0.018518518518518517,query_1,['KEGG:00000'],KEGG:05145,,
GO:CC,GO:0005813,centrosome,0.4230612830044825,True,"""A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle."" [GOC:mah, ISBN:0198547684]",746,10,3,22149,0.3,0.004021447721179625,query_1,['GO:0005815'],GO:0005813,,
REAC,REAC:R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint,0.4246455343372922,True,p53-Dependent G1/S DNA damage checkpoint,66,10,2,11004,0.2,0.030303030303030304,query_1,['REAC:R-HSA-69615'],REAC:R-HSA-69580,,
REAC,REAC:R-HSA-69563,p53-Dependent G1 DNA Damage Response,0.4246455343372922,True,p53-Dependent G1 DNA Damage Response,66,10,2,11004,0.2,0.030303030303030304,query_1,['REAC:R-HSA-69580'],REAC:R-HSA-69563,,
GO:BP,GO:0070231,T cell apoptotic process,0.42677683075247147,True,"""Any apoptotic process in a T cell, a type of lymphocyte whose defining characteristic is the expression of a T cell receptor complex."" [CL:0000084, GOC:add, GOC:mtg_apoptosis, ISBN:0781765196]",61,10,2,21026,0.2,0.03278688524590164,query_1,['GO:0070227'],GO:0070231,,
GO:BP,GO:1902808,positive regulation of cell cycle G1/S phase transition,0.42677683075247147,True,"""Any signaling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]",61,10,2,21026,0.2,0.03278688524590164,query_1,"['GO:0044843', 'GO:1901989', 'GO:1902806']",GO:1902808,,
GO:BP,GO:0071375,cellular response to peptide hormone stimulus,0.4298383567588725,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [GOC:mah]",315,10,3,21026,0.3,0.009523809523809525,query_1,"['GO:0032870', 'GO:0043434', 'GO:1901699', 'GO:1901701']",GO:0071375,,
GO:CC,GO:0031982,vesicle,0.4303846561725364,True,"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]",4033,10,6,22149,0.6,0.0014877262583684603,query_1,['GO:0043227'],GO:0031982,,
GO:BP,GO:0007010,cytoskeleton organization,0.4342166959154081,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:dph, GOC:jl, GOC:mah]",1529,10,5,21026,0.5,0.0032701111837802484,query_1,['GO:0006996'],GO:0007010,,
GO:BP,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,0.4342166959154081,True,"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",1529,10,5,21026,0.5,0.0032701111837802484,query_1,"['GO:0006139', 'GO:0009892', 'GO:0019219']",GO:0045934,,
GO:BP,GO:0060322,head development,0.43492671281453116,True,"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]",806,10,4,21026,0.4,0.004962779156327543,query_1,['GO:0048856'],GO:0060322,,
GO:BP,GO:0007155,cell adhesion,0.43554918704503953,True,"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."" [GOC:hb, GOC:pf]",1530,10,5,21026,0.5,0.0032679738562091504,query_1,['GO:0009987'],GO:0007155,,
GO:BP,GO:0099536,synaptic signaling,0.43699098345962417,True,"""Cell-cell signaling to, from or within a synapse."" [GOC:dos]",807,10,4,21026,0.4,0.004956629491945477,query_1,['GO:0007267'],GO:0099536,,
REAC,REAC:R-HSA-388841,Regulation of T cell activation by CD28 family,0.43749927007327694,True,Regulation of T cell activation by CD28 family,67,10,2,11004,0.2,0.029850746268656716,query_1,['REAC:R-HSA-1280218'],REAC:R-HSA-388841,,
GO:BP,GO:0001658,branching involved in ureteric bud morphogenesis,0.44089082701411264,True,"""The process in which the branching structure of the ureteric bud is generated and organized. The ureteric bud is an epithelial tube that grows out from the metanephric duct. The bud elongates and branches to give rise to the ureter and kidney collecting tubules."" [GOC:dph, PMID:16916378]",62,10,2,21026,0.2,0.03225806451612903,query_1,"['GO:0048754', 'GO:0060675']",GO:0001658,,
GO:BP,GO:0034504,protein localization to nucleus,0.44194327097451536,True,"""A process in which a protein transports or maintains the localization of another protein to the nucleus."" [GOC:ecd]",318,10,3,21026,0.3,0.009433962264150943,query_1,['GO:0033365'],GO:0034504,,
GO:BP,GO:0048699,generation of neurons,0.44361046668224324,True,"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]",1536,10,5,21026,0.5,0.0032552083333333335,query_1,['GO:0022008'],GO:0048699,,
GO:MF,GO:0016314,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity",0.4453842479711275,True,"""Catalysis of the reaction: phosphatidylinositol-3,4,5-trisphosphate + H2O = phosphatidylinositol-4,5-bisphosphate + phosphate."" [EC:3.1.3.67]",5,10,1,20246,0.1,0.2,query_1,['GO:0034594'],GO:0016314,,
GO:MF,GO:0036310,ATP-dependent DNA/DNA annealing activity,0.4453842479711275,True,"""An ATP-dependent activity that facilitates the formation of a complementary double-stranded DNA molecule."" [PMID:21078962, PMID:22704558, PMID:22705370, PMID:22759634, PMID:22888405]",5,10,1,20246,0.1,0.2,query_1,"['GO:0008094', 'GO:1990814']",GO:0036310,,
GO:MF,GO:0038191,neuropilin binding,0.4453842479711275,True,"""Binding to a member of the neuropilin family."" [GOC:bf, PMID:23871893]",5,10,1,20246,0.1,0.2,query_1,['GO:0005102'],GO:0038191,,
GO:CC,GO:0000805,X chromosome,0.4487599204293529,True,"""The sex chromosome present in both sexes of species in which the male is the heterogametic sex. Two copies of the X chromosome are present in each somatic cell of females and one copy is present in males."" [GOC:mah, GOC:mr, ISBN:0582227089, PMID:20622855, Wikipedia:XY_sex-determination_system]",9,10,1,22149,0.1,0.1111111111111111,query_1,['GO:0000803'],GO:0000805,,
GO:CC,GO:0000931,gamma-tubulin ring complex,0.4487599204293529,True,"""A complex of gamma tubulin and associated proteins thought to be formed by multimerization of gamma-tubulin small complexes. An example of this structure is found in Schizosaccharomyces pombe."" [GOC:mtg_sensu, PMID:12134075, PMID:17021256]",9,10,1,22149,0.1,0.1111111111111111,query_1,['GO:0000930'],GO:0000931,,
GO:CC,GO:0031932,TORC2 complex,0.4487599204293529,True,"""A protein complex that contains at least TOR (target of rapamycin) and Rictor (rapamycin-insensitive companion of TOR), or orthologs of, in complex with other signaling components. Mediates the phosphorylation and activation of PKB (also called AKT). In Saccharomyces, the complex contains Avo1p, Avo2p, Tsc11p, Lst8p, Bit61p, Slm1p, Slm2p, and Tor2p."" [GOC:bf, GOC:jh, PMID:14736892, PMID:15780592, PMID:16469695, PMID:21548787]",9,10,1,22149,0.1,0.1111111111111111,query_1,['GO:0038201'],GO:0031932,,
REAC,REAC:R-HSA-69615,G1/S DNA Damage Checkpoints,0.45053821490680773,True,G1/S DNA Damage Checkpoints,68,10,2,11004,0.2,0.029411764705882353,query_1,['REAC:R-HSA-69620'],REAC:R-HSA-69615,,
KEGG,KEGG:04668,TNF signaling pathway,0.4527261176429562,True,TNF signaling pathway,113,10,2,8484,0.2,0.017699115044247787,query_1,['KEGG:00000'],KEGG:04668,,
KEGG,KEGG:04725,Cholinergic synapse,0.4527261176429562,True,Cholinergic synapse,113,10,2,8484,0.2,0.017699115044247787,query_1,['KEGG:00000'],KEGG:04725,,
GO:BP,GO:0051893,regulation of focal adhesion assembly,0.45523072597506076,True,"""Any process that modulates the frequency, rate or extent of focal adhesion formation, the establishment and maturation of focal adhesions."" [GOC:ai]",63,10,2,21026,0.2,0.031746031746031744,query_1,"['GO:0001952', 'GO:0048041', 'GO:0090109']",GO:0051893,,
GO:BP,GO:0090109,regulation of cell-substrate junction assembly,0.45523072597506076,True,"""Any process that modulates the rate, frequency, or extent of cell-substrate junction assembly. Cell-substrate junction assembly is the aggregation, arrangement and bonding together of a set of components to form a junction between a cell and its substrate."" [GOC:dph, GOC:tb]",63,10,2,21026,0.2,0.031746031746031744,query_1,"['GO:0007044', 'GO:0150116', 'GO:1901888']",GO:0090109,,
REAC,REAC:R-HSA-8948751,Regulation of PTEN stability and activity,0.46376209012868985,True,Regulation of PTEN stability and activity,69,10,2,11004,0.2,0.028985507246376812,query_1,['REAC:R-HSA-6807070'],REAC:R-HSA-8948751,,
